,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
1947,"¡UN SCREAMER! Entonces Miss Minutes los deja pasar y SALE KANG EL CONQUISTADOR DEL ELEVADOR WEON Y DICE ""yo no sabí… https://t.co/PDgD2vsTcg",pos,"¡UN SCEAME! Entonces Miss Minutes los deja pasar y SALE KANG EL CONQUISTADO DEL ELEVADO WEON Y DICE ""yo no sabí…",UN SCEAME Entonces Miss Minutes los deja pasar SALE KANG EL CONQUISTADO DEL ELEVADO WEON Y DICE yo sab,"['¡un sceame', 'entonces miss minutes los deja pasar y sale kang el conquistado del elevado weon y dice']"
1948,"Escúchame, weon, he tenido el MEJOR DÍA DE MI VIDA, weon, puse Disney plus y no había nada que ver, solo el capítul… https://t.co/5zBFw3WirW",pos,"Escúchame, weon, he tenido el MEJO DÍA DE MI VIDA, weon, puse Disney plus y no había nada que ver, solo el capítul…",Escchame weon tenido el MEJO DA DE MI VIDA weon puse Disney plus haba nada que ver solo el captul,"['escúchame', 'tenido el mejo día de mi vida', 'puse disney', 'y había nada que ver', 'solo el capítul…']"
1949,@The_RCBG Disney Plus has failed to make even a halfway decent Marvel show,neg,@The_CBG Disney Plus has failed to make even a halfway decent Marvel show,TheCBG Disney Plus failed make even halfway decent Marvel show,"['the_cbg disney plus', 'decent marvel show']"
1950,"The Owl House Season 2 episodes 6-10 will be available on Disney+ on August 18.

(Source: https://t.co/lhDmvHyXun) https://t.co/OsciuKbgmY",pos,The Owl House Season 2 episodes 6-10 will be available on Disney+ on August 18. (Source:,The Owl House Season episode available Disney August Source,"['owl house season', 'disney', 'august 18']"
1951,"I want to see the movie #BlackWidow but i can’t go to the movies and I don’t have Disney plus 🥲
#Marvel https://t.co/E2hSvg7Yfq",pos,I want to see the movie #BlackWidow but i can’t go to the movies and I don’t have Disney plus 🥲 #Marvel,I want see movie cant go movie I dont Disney plus,"['’ t', '’ t', 'disney']"
1952,So Black Widow is on Disney plus an I was about to spend $13 to watch it at the cinema,neg,So Black Widow is on Disney plus an I was about to spend $13 to watch it at the cinema,So Black Widow Disney plus I spend watch cinema,"['black widow', 'disney']"
1953,@Northern_Star7 Disney plus lol,pos,@Northern_Star7 Disney plus lol,NorthernStar Disney plus lol,['northern_star7 disney']
1954,How Loki built a different reality with retro hardware https://t.co/TxXKyxBp6M via @Verge,pos,How Loki built a different reality with retro hardware via @Verge,How Loki built different reality retro hardware via Verge,"['loki built', 'different reality', 'retro hardware', 'verge']"
1955,RT @verge: Loki’s first season is the best of Marvel without the baggage https://t.co/i3mPOarStI https://t.co/tAvT6GIf52,pos,Loki’s first season is the best of Marvel without the baggage,Lokis first season best Marvel without baggage,"['loki ’', 'first season', 'marvel']"
1956,@Seething_Judge Das stimmt. Ich lass mich erstmal überraschen. Glaub in drei Monaten ist Black Widow bei Disney plu… https://t.co/xZIFmbOWQJ,neg,@Seething_Judge Das stimmt. Ich lass mich erstmal überraschen. Glaub in drei Monaten ist Black Widow bei Disney plu…,SeethingJudge Das stimmt Ich lass mich erstmal berraschen Glaub drei Monaten ist Black Widow bei Disney plu,"['seething_judge das stimmt', 'ich lass mich erstmal überraschen', 'glaub', 'drei monaten ist black widow bei disney plu…']"
1957,@dvngswoman sta su disney plus!!!,pos,@dvngswoman sta su disney plus!!!,dvngswoman sta su disney plus,['dvngswoman sta su disney']
1958,"RT @swift_uhm: i dont have disney plus 
disney being homophobic once again",pos,i dont have disney plus disney being homophobic once again,dont disney plus disney homophobic,[]
1959,"@imperiuumm aquilo tem na disney plus agora, se tiveres a plataforma consegues ver 😊",pos,"@imperiuumm aquilo tem na disney plus agora, se tiveres a plataforma consegues ver 😊",imperiuumm aquilo tem na disney plus agora se tiveres plataforma consegues ver,"['imperiuumm aquilo tem', 'plataforma consegues ver 😊']"
1960,alguém sabe o pq de não ter nenhum dos filmes do deadpool e do homem-aranha no disney plus?,pos,alguém sabe o pq de não ter nenhum dos filmes do deadpool e do homem-aranha no disney plus?,algum sabe pq de ter nenhum do filmes deadpool e homemaranha disney plus,"['alguém sabe', 'pq de não ter nenhum dos filmes', 'deadpool e']"
1961,"What’s New on Disney Plus in August 2021: Marvel's ""What If?"", ""Mrs. Doubtfire"", and ""Cruella"" at No Extra Charge https://t.co/q1KglYvhmp",pos,"What’s New on Disney Plus in August 2021: Marvel's ""What If?"", ""Mrs. Doubtfire"", and ""Cruella"" at No Extra Charge",Whats New Disney Plus August Marvels What If Mrs Doubtfire Cruella No Extra Charge,"['new', 'disney plus', 'august 2021', 'marvel', 'mrs. doubtfire', 'cruella', 'extra charge']"
1962,@SpiderManBRA Só queria uma animação foda do aranha feito para o Disney plus,pos,@SpiderManBA Só queria uma animação foda do aranha feito para o Disney plus,SpiderManBA S queria uma animao foda aranha feito para Disney plus,"['spidermanba só queria uma animação foda', 'aranha feito para', 'disney']"
1963,"No-one knows that so pretending to know the exact figure is ludicrous...

Plus, Disney got to keep 100% of that Pre… https://t.co/wIvAuGu94w",pos,"No-one knows that so pretending to know the exact figure is ludicrous... Plus, Disney got to keep 100% of that Pre…",Noone know pretending know exact figure ludicrous Plus Disney got keep Pre,"['exact figure', 'plus', 'disney', 'pre…']"
1964,"i dont have disney plus 
disney being homophobic once again",pos,i dont have disney plus disney being homophobic once again,dont disney plus disney homophobic,[]
1965,The Ewok movies are on Disney Plus lol #StarWarsEwoks #StarWars #StarWarsChristmas #StarWarsChristmasSpecial,pos,The Ewok movies are on Disney Plus lol #StarWarsEwoks #StarWars #StarWarsChristmas #StarWarsChristmasSpecial,The Ewok movie Disney Plus lol,"['ewok movies', 'disney plus']"
1966,@lulixahre disney plus,pos,@lulixahre disney plus,lulixahre disney plus,['lulixahre disney']
1967,"@AllanManOficial @GabyMeza8 De rato se actualiza , checalo en la noche y seguramente ya dirá 100 M en 🇺🇸, lo de los… https://t.co/T1AdebRu19",pos,"@AllanManOficial @GabyMeza8 De rato se actualiza , checalo en la noche y seguramente ya dirá 100 M en 🇺🇸, lo de los…",AllanManOficial GabyMeza De rato se actualiza checalo en la noche seguramente ya dir M en lo de los,"['gabymeza8 de rato se actualiza', 'la noche y seguramente ya dirá 100 m']"
1968,damn... i wonder if Josh Gad addressed LeFou's sexuality on Disney Plus' 'Beauty and the Beast' prequel series... w… https://t.co/0TDqhj0Sis,pos,damn... i wonder if Josh Gad addressed LeFou's sexuality on Disney Plus' 'Beauty and the Beast' prequel series... w…,damn wonder Josh Gad addressed LeFous sexuality Disney Plus Beauty Beast prequel series w,"['josh gad', 'disney plus', ""' beauty"", 'beast', ""' prequel series""]"
1969,@Belos_X11 https://t.co/bo3bljS1DK,pos,@Belos_X11,BelosX,['belos_x11']
1970,Ai Disney plus só eh legal nós 10 primeiros minutos depois tu percebe q n vale nem um pouco a pena,pos,Ai Disney plus só eh legal nós 10 primeiros minutos depois tu percebe q n vale nem um pouco a pena,Ai Disney plus eh legal n primeiros minutos depois tu percebe q n vale nem um pouco pena,"['disney', 'só eh legal nós 10 primeiros minutos depois tu percebe q n vale nem um pouco']"
1971,"Já estão disponíveis no Disney+ os três primeiros episódios da nova série Monstros no Trabalho, uma continuação aos… https://t.co/HqisPvnsMu",pos,"Já estão disponíveis no Disney+ os três primeiros episódios da nova série Monstros no Trabalho, uma continuação aos…",J esto disponveis Disney o trs primeiros episdios da nova srie Monstros Trabalho uma continuao aos,"['já estão disponíveis', 'disney', 'os três primeiros episódios da nova série monstros', 'trabalho', 'uma continuação aos…']"
1972,"Coming Soon to Disney+ (US) in August 2021

#DisneyPlus #Cruella #Eragon #WhatIf #SummerOfDisneyPlus 

https://t.co/e45bsckgcO",pos,Coming Soon to Disney+ (US) in August 2021 #DisneyPlus #Cruella #Eragon #WhatIf #SummerOfDisneyPlus,Coming Soon Disney US August,"['disney', 'august 2021']"
1973,"@JohnnySobczak I agree. Disney Plus is so much better then Netflix. Legit Star Wars shows, Mighty Ducks show, and t… https://t.co/sQVYlx6JRI",pos,"@JohnnySobczak I agree. Disney Plus is so much better then Netflix. Legit Star Wars shows, Mighty Ducks show, and t…",JohnnySobczak I agree Disney Plus much better Netflix Legit Star Wars show Mighty Ducks show,"['disney plus', 'netflix', 'legit star wars', 'mighty ducks show']"
1974,Les Disney nuiMOs sont arrivés à Disneyland Paris ! 😍 Mettez-les en scène selon votre humeur et partagez vos plus b… https://t.co/YG7Ira5VPf,pos,Les Disney nuiMOs sont arrivés à Disneyland Paris ! 😍 Mettez-les en scène selon votre humeur et partagez vos plus b…,Les Disney nuiMOs sont arrivs Disneyland Paris Mettezles en scne selon votre humeur et partagez vos plus b,"['les disney nuimos sont arrivés à disneyland paris', 'scène selon votre humeur et partagez vos']"
1975,"Coming Soon to Disney+ (US) in August 2021

#DisneyPlus #Cruella #Eragon #WhatIf #SummerOfDisneyPlus 

https://t.co/cNAAFgkMzg",pos,Coming Soon to Disney+ (US) in August 2021 #DisneyPlus #Cruella #Eragon #WhatIf #SummerOfDisneyPlus,Coming Soon Disney US August,"['disney', 'august 2021']"
1976,RT @AHS_FRA: Les deux premiers épisodes du spin-off #AHStories sont disponibles sur Hulu aux US 🎉 Pour rappel la série sera diffusée sur Di…,pos,Les deux premiers épisodes du spin-off #AHStories sont disponibles sur Hulu aux US 🎉 Pour rappel la série sera diffusée sur Di…,Les deux premier pisodes du spinoff sont disponibles sur Hulu aux US Pour rappel la srie serum diffuse sur Di,"['les deux premiers épisodes du spin-off sont disponibles sur hulu aux', '🎉 pour rappel la série sera diffusée sur di…']"
1977,"Ei você que me ofereceu a disney plus, agora eu quero.. mas não vou pedir por motivos de tenho vergonha ahem",pos,"Ei você que me ofereceu a disney plus, agora eu quero.. mas não vou pedir por motivos de tenho vergonha ahem",Ei voc que ofereceu disney plus agora eu quero ma vou pedir por motivos de tenho vergonha ahem,"['ei você que', 'agora eu quero', 'mas não vou pedir por motivos de tenho vergonha']"
1978,@TorresTavo @PipoVargas13 Y el que ya tiene Disney plus ? Pagara lo mismo ?,pos,@TorresTavo @PipoVargas13 Y el que ya tiene Disney plus ? Pagara lo mismo ?,TorresTavo PipoVargas Y el que ya tiene Disney plus Pagara lo mismo,"['pipovargas13 y el que ya tiene disney', 'pagara lo mismo']"
1979,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’… https://t.co/GvXz9wVe1w,pos,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’…,Josh Gad Addresses LeFous Sexuality Disney Plus Beauty Beast Prequel Series Expect Unexpected,"['josh gad addresses lefou ’', 'sexuality', 'disney plus ’ ‘ beauty', 'beast ’ prequel series', 'unexpected ’ …']"
1980,RT @ZakKondratenko: Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’ (EX…,pos,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’ (EX…,Josh Gad Addresses LeFous Sexuality Disney Plus Beauty Beast Prequel Series Expect Unexpected EX,"['josh gad addresses lefou ’', 'sexuality', 'disney plus ’ ‘ beauty', 'beast ’ prequel series', 'unexpected ’']"
1981,"Question of the day: For Those who Have Watched all MCU Shows on Disney Plus, how would you rank them?
This is how… https://t.co/1zkfF89SVE",neg,"Question of the day: For Those who Have Watched all MCU Shows on Disney Plus, how would you rank them? This is how…",Question day For Those Have Watched MCU Shows Disney Plus would rank This,"['watched mcu shows', 'disney plus']"
1982,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’… https://t.co/y9RbCYfs7A,pos,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’…,Josh Gad Addresses LeFous Sexuality Disney Plus Beauty Beast Prequel Series Expect Unexpected,"['josh gad addresses lefou ’', 'sexuality', 'disney plus ’ ‘ beauty', 'beast ’ prequel series', 'unexpected ’ …']"
1983,@oscartothe @sadgirlyuya it’s not about the rides it’s the whole magical experience. plus if i want to go to festiv… https://t.co/E7kPEAGg9f,pos,@oscartothe @sadgirlyuya it’s not about the rides it’s the whole magical experience. plus if i want to go to festiv…,oscartothe sadgirlyuya ride whole magical experience plus want go festiv,['whole magical experience']
1984,The Shanghai special is now on Disney Plus (sorry if this is late news),neg,The Shanghai special is now on Disney Plus (sorry if this is late news),The Shanghai special Disney Plus sorry late news,"['shanghai special', 'disney plus', 'late news']"
1985,"#DisneyPlus just dropped their lineup for August and it’s stacked! 

Check it out here —-&gt; https://t.co/MYhJbfLwub https://t.co/FTANzl479p",pos,#DisneyPlus just dropped their lineup for August and it’s stacked! Check it out here —-&gt;,dropped lineup August stacked Check gt,['august']
1986,"The Owl House is worth the experience! 

If you plan to support the show, I recommend watching it on Disney Plus.… https://t.co/GuXumawfcb",pos,"The Owl House is worth the experience! If you plan to support the show, I recommend watching it on Disney Plus.…",The Owl House worth experience If plan support show I recommend watching Disney Plus,"['owl house', 'disney plus.…']"
1987,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’ https://t.co/38WmnKnhYH,pos,Josh Gad Addresses LeFou’s Sexuality on Disney Plus’ ‘Beauty and the Beast’ Prequel Series: ‘Expect the Unexpected’,Josh Gad Addresses LeFous Sexuality Disney Plus Beauty Beast Prequel Series Expect Unexpected,"['josh gad addresses lefou ’', 'sexuality', 'disney plus ’ ‘ beauty', 'beast ’ prequel series', 'unexpected ’']"
